"LegalForm","Region","PropRight","Purpose","Area","Subject"
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Власність,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",3.0,1
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Власність,Не визначений,6.2502,1
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",50.7734,27
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",8.7076,5
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",56.6548,15
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",5.9563,3
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",6270.475999999984,2153
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",60.0066,3
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",2977.8877999999986,1702
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",0.6942,1
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,"12.04 Для розміщення та експлуатації будівель і споруд автомобільного транспорту та дорожнього господарства",1.4251,1
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",47.74500000000001,17
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Оренда,Не визначений,56.02620000000001,36
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",179.25440000000006,52
