LegalForm,catottg_region,Region,catottg_district,District,catottg_community,Community,PropRight,Purpose,Area,Subject
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100070000070448,ЛОЗНО-ОЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.1675,1
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.95,5
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44140000000031142,СТАРОБІЛЬСЬКИЙ РАЙОН,UA44140110000056578,СТАРОБІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.0129,1
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,02.05 Для будівництва індивідуальних гаражів,0.007,2
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,03.07 Для будівництва та обслуговування будівель торгівлі,0.1056,2
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44140000000031142,СТАРОБІЛЬСЬКИЙ РАЙОН,UA44140110000056578,СТАРОБІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,03.07 Для будівництва та обслуговування будівель торгівлі,0.0038,2
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100070000070448,ЛОЗНО-ОЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,Не визначений,11.7585,1
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,Не визначений,0.3571,5
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,42.0,1
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,0.5243,1
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,0.0451,1
Фізична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44140000000031142,СТАРОБІЛЬСЬКИЙ РАЙОН,UA44140110000056578,СТАРОБІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,0.0069,1
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080070000035761,НОВОКАЛИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,3.3,1
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,2.195,3
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080070000035761,НОВОКАЛИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,2.0,1
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100050000053848,ЖИДАЧІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,0.9999,1
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,1.8266,3
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080070000035761,НОВОКАЛИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,12.785300000000003,30
Фізична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,5.962299999999999,4
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020010000091496,БАШТАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,83.4083,15
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020050000023194,ВІЛЬНОЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,5.5893,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020110000020969,ІНГУЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,1.7323,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020130000080862,КАЗАНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,2.7601,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020150000051082,НОВОБУЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,66.22160000000001,12
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020170000082529,ПРИВІЛЬНЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,12.2482,2
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020190000083597,СНІГУРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,167.70279999999997,35
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020230000095751,ШИРОКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,8.266,3
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48040000000011780,ВОЗНЕСЕНСЬКИЙ РАЙОН,UA48040050000011284,ВЕСЕЛИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,45.6238,5
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48060000000094390,МИКОЛАЇВСЬКИЙ РАЙОН,UA48060270000044708,ПЕРВОМАЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,7.0238,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48060000000094390,МИКОЛАЇВСЬКИЙ РАЙОН,UA48060330000083035,СУХОЄЛАНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,13.896999999999998,2
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48060000000094390,МИКОЛАЇВСЬКИЙ РАЙОН,UA48060370000016130,ШЕВЧЕНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,3.39,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020010000091496,БАШТАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,36.3815,6
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020150000051082,НОВОБУЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,7.1394,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48080000000082320,ПЕРВОМАЙСЬКИЙ РАЙОН,UA48080090000029942,КРИВООЗЕРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,3.7388,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020090000069919,ГОРОХІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,0.79,1
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020130000080862,КАЗАНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,4.0,2
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020150000051082,НОВОБУЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,5.5394000000000005,4
Фізична особа,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,UA48020000000033544,БАШТАНСЬКИЙ РАЙОН,UA48020190000083597,СНІГУРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,12.86,7
